Siruta,Localitate,ActivitateDominanta
113518,Stangaceaua,Alimentara
39792,Vlasinesti,Alimentara
31609,Tarcaia,Lemnului
170872,Livezi,Alimentara
170872,Livezi,Alimentara
129914,Vitomiresti,Alimentara
80766,Logresti,Alimentara
15233,Cateasca,ChimicaFarmaceutica
72579,Gangiova,Alimentara
154497,Storobaneasa,Alimentara
7044,Salistea,Mobila
105348,Stoenesti,Alimentara
105348,Stoenesti,Alimentara
105348,Stoenesti,Alimentara
105348,Stoenesti,Alimentara
121732,Borlesti,Alimentara
64390,Haghig,Alimentara
162693,Bogdanesti,Alimentara
162693,Bogdanesti,Alimentara
162693,Bogdanesti,Alimentara
56210,Bontida,ChimicaFarmaceutica
48021,Odaile,Alimentara
146325,Mitocu Dragomirnei,Textila
23449,Manastirea Casin,Lemnului
154521,Talpa,Alimentara
39836,Vorniceni,Alimentara
72604,Gogosu,Alimentara
72604,Gogosu,Alimentara
97189,Gorban,Alimentara
31654,Tauteu,Textila
105384,Soldanu,Lemnului
64425,Ilieni,Lemnului
138164,Micula,Alimentara
7099,Sasciori,Alimentara
179132,Municipiul Bucuresti,Energetica
39872,Vorona,Mobila
146370,Oras Salcea,ConstructiiMasini
72640,Goicea,Alimentara
129987,Valcele,Alimentara
129987,Valcele,Alimentara
89026,Bunila,Alimentara
121796,Botesti,Mobila
121796,Botesti,Mobila
121796,Botesti,Mobila
23494,Motoseni,Alimentara
113607,Svinita,Alimentara
56265,Borsa,Alimentara
105419,Stefanestii De Jos,Alimentara
170952,Lungesti,Alimentara
64461,Lemnia,Alimentara
80846,Matasari,ConstructiiMasini
15313,Cepari,Alimentara
97241,Grajduri,Alimentara
113625,Sisesti,Alimentara
113625,Sisesti,Alimentara
154585,Tatarastii De Jos,Alimentara
138208,Moftin,Lemnului
31716,Tileagd,Mobila
72677,Goiesti,Alimentara
162791,Bogdanita,Alimentara
130026,Vladila,Textila
105455,Tamadau Mare,Alimentara
64504,Malnas,Alimentara
89080,Burjuc,Alimentara
146432,Scheia,ConstructiiMasini
146432,Scheia,ConstructiiMasini
39942,Lozna,Mobila
39942,Lozna,Mobila
56327,Buza,Alimentara
48138,Padina,Alimentara
48138,Padina,Alimentara
80908,Musetesti,Lemnului
130062,Voineasa,Alimentara
130062,Voineasa,Alimentara
171021,Malaia,Lemnului
121876,Bozieni,Textila
39959,Dimacheni,Alimentara
179221,Oras Bragadiru,Alimentara
7197,Scarisoara,Alimentara
7197,Scarisoara,Alimentara
39967,Candesti,Alimentara
39967,Candesti,Alimentara
39967,Candesti,Alimentara
56354,Caianu,Alimentara
113698,Sovarna,Alimentara
48165,Pardosi,Alimentara
39975,Cosula,Alimentara
97321,Gropnita,Alimentara
15402,Cetateni,Alimentara
138280,Odoreu,Alimentara
154665,Tatarastii De Sus,Alimentara
31789,Tinca,Lemnului
39983,Blandesti,Alimentara
179249,Chiajna,Alimentara
162871,Botesti,Alimentara
162871,Botesti,Alimentara
162871,Botesti,Alimentara
64568,Moacsa,Alimentara
171067,Mateesti,Lemnului
89151,Cerbal,Alimentara
105534,Tartasesti,Lemnului
146502,Municipiul Campulung Moldovenesc,Alimentara
113732,Tamna,Alimentara
130124,Vulpeni,Alimentara
121938,Brusturi,Alimentara
121938,Brusturi,Alimentara
80980,Negomir,Alimentara
154709,Toporu,Alimentara
179285,Oras Chitila,Alimentara
15448,Cicanesti,Alimentara
64602,Ojdula,Lemnului
23644,Negri,Alimentara
171101,Maciuca,Alimentara
31841,Tulca,Lemnului
40035,Adaseni,Alimentara
48227,Panatau,Lemnului
105570,Tunari,Alimentara
56425,Calarasi,Alimentara
56425,Calarasi,Alimentara
56425,Calarasi,Alimentara
146539,Municipiul Falticeni,Alimentara
179310,Dobroesti,Textila
138351,Orasu Nou,Textila
162924,Bunesti-Averesti,Alimentara
72819,Grecesti,Alimentara
154736,Traian,Alimentara
154736,Traian,Alimentara
154736,Traian,Alimentara
154736,Traian,Alimentara
154736,Traian,Alimentara
97394,Grozesti,Alimentara
97394,Grozesti,Alimentara
64639,Ozun,Alimentara
154754,Trivalea-Mosteni,Alimentara
105605,Ulmeni,Textila
105605,Ulmeni,Textila
15493,Ciofrangeni,Lemnului
31878,Tetchea,Lemnului
56461,Calatele,Lemnului
179347,Glina,Alimentara
105623,Ulmi,Alimentara
105623,Ulmi,Alimentara
89240,Certeju De Sus,Alimentara
146584,Oras Gura Humorului,Lemnului
97438,Halaucesti,ChimicaFarmaceutica
23715,Nicolae Balcescu,Alimentara
23715,Nicolae Balcescu,Alimentara
23715,Nicolae Balcescu,Alimentara
23715,Nicolae Balcescu,Alimentara
154790,Troianul,Alimentara
122025,Ceahlau,Lemnului
31921,Uileacu De Beius,Mobila
72882,Izvoare,Alimentara
7348,Sancel,Alimentara
179383,Jilava,Textila
130231,Vulturesti,Alimentara
130231,Vulturesti,Alimentara
130231,Vulturesti,Alimentara
130231,Vulturesti,Alimentara
97465,Helesteni,Textila
113849,Vanatori,Textila
113849,Vanatori,Textila
113849,Vanatori,Textila
113849,Vanatori,Textila
113849,Vanatori,Textila
163002,Codaesti,Alimentara
138431,Paulesti,Lemnului
138431,Paulesti,Lemnului
138431,Paulesti,Lemnului
15554,Ciomagesti,Alimentara
48325,Oras Patarlagele,Lemnului
81095,Pades,Lemnului
146628,Municipiul Radauti,Lemnului
56522,Camarasu,Alimentara
171209,Madulari,Alimentara
122061,Candesti,Alimentara
122061,Candesti,Alimentara
122061,Candesti,Alimentara
64719,Poian,Alimentara
154834,Tiganesti,Mobila
179409,Oras Magurele,ChimicaFarmaceutica
7384,Santimbru,Textila
7384,Santimbru,Textila
146655,Oras Siret,Lemnului
72926,Leu,Alimentara
154852,Vedea,ChimicaFarmaceutica
154852,Vedea,ChimicaFarmaceutica
154852,Vedea,ChimicaFarmaceutica
113894,Vanjulet,Alimentara
31976,Vadu Crisului,Alimentara
97517,Horlesti,Alimentara
130286,Balteni,Alimentara
130286,Balteni,Alimentara
130286,Balteni,Alimentara
105712,Valea Argovei,Lemnului
163057,Coroiesti,Alimentara
23797,Oituz,Alimentara
130295,Calui,Lemnului
56568,Capusu Mare,Alimentara
72953,Lipovu,Alimentara
130302,Gavanesti,Alimentara
64773,Reci,Alimentara
89348,Densus,Alimentara
179463,Mogosoaia,Mobila
40198,Municipiul Brasov,ConstructiiMasini
130311,Ghimpeteni,Alimentara
138501,Petresti,Textila
138501,Petresti,Textila
113929,Vladaia,Alimentara
171272,Maldaresti,Lemnului
97553,Ipatele,Alimentara
130320,Gradinile,Alimentara
72980,Macesu De Jos,Textila
122132,Costisa,Alimentara
7446,Sohodol,Lemnului
40214,Oras Ghimbav,ConstructiiMasini
146708,Oras Solca,Lemnului
32027,Oras Valea Lui Mihai,Textila
179481,Oras Otopeni,Alimentara
154914,Viisoara,Alimentara
154914,Viisoara,Alimentara
154914,Viisoara,Alimentara
154914,Viisoara,Alimentara
154914,Viisoara,Alimentara
154914,Viisoara,Alimentara
81184,Pestisani,Alimentara
130339,Gura Padinii,Mobila
15652,Cocu,Metalurgica
138538,Pir,Alimentara
32045,Viisoara,Alimentara
32045,Viisoara,Alimentara
32045,Viisoara,Alimentara
32045,Viisoara,Alimentara
32045,Viisoara,Alimentara
32045,Viisoara,Alimentara
130348,Ipotesti,Alimentara
130348,Ipotesti,Alimentara
40241,Municipiul Codlea,ConstructiiMasini
105776,Valea Dragului,Alimentara
73013,Macesu De Sus,Lemnului
130357,Osica De Jos,Alimentara
154932,Vartoape,Alimentara
113974,Voloiac,Alimentara
179515,Oras Pantelimon,Alimentara
64826,Sanzieni,Alimentara
146744,Municipiul Vatra Dornei,Alimentara
23868,Oncesti,Alimentara
23868,Oncesti,Alimentara
130366,Sarbii - Magura,Alimentara
171325,Mihaesti,ChimicaFarmaceutica
171325,Mihaesti,ChimicaFarmaceutica
171325,Mihaesti,ChimicaFarmaceutica
105794,Valea Macrisului,Alimentara
163137,Costesti,Alimentara
163137,Costesti,Alimentara
163137,Costesti,Alimentara
163137,Costesti,Alimentara
73031,Maglavit,Alimentara
130375,Visina Noua,Alimentara
97606,Lespezi,Alimentara
122187,Cracaoani,Lemnului
138574,Piscolt,Alimentara
179533,Oras Popesti Leordeni,ChimicaFarmaceutica
130384,Soparlita,Textila
89428,Dobra,Lemnului
89428,Dobra,Lemnului
40278,Municipiul Fagaras,Metalurgica
32090,Varciorog,Textila
56666,Caseiu,ChimicaFarmaceutica
179551,Oras Voluntari,Alimentara
154978,Zambreasca,Alimentara
105829,Vasilati,Alimentara
48487,Pietroasele,Alimentara
64871,Turia,Lemnului
73068,Malu Mare,Lemnului
146799,Adancata,Alimentara
146799,Adancata,Alimentara
40303,Oras Predeal,Mobila
81264,Plopsoru,Alimentara
154996,Nenciulesti,Alimentara
138618,Pomi,Alimentara
15741,Corbeni,Mobila
179588,Copaceni,Lemnului
179588,Copaceni,Lemnului
122249,Damuc,Lemnului
64906,Valea Crisului,Lemnului
163208,Cretesti,Textila
23948,Orbeni,ConstructiiMasini
114060,Branistea,Alimentara
114060,Branistea,Alimentara
114060,Branistea,Alimentara
114060,Branistea,Alimentara
97679,Letcani,Metalurgica
73102,Melinesti,Textila
105874,Varasti,Lemnului
179604,Poienile Izei,Alimentara
32153,Tamaseu,Alimentara
114079,Vrata,Alimentara
179613,Sieu,Mobila
179613,Sieu,Mobila
32161,Paleu,ChimicaFarmaceutica
179622,Grosii Tiblesului,Alimentara
138663,Sanislau,Alimentara
23975,Palanca,Alimentara
122285,Dobreni,Lemnului
48557,Parscov,Lemnului
179631,Treznea,Mobila
64942,Valcele,Mobila
64942,Valcele,Mobila
146860,Arbore,Alimentara
40367,Oras Rasnov,ChimicaFarmaceutica
32179,Sannicolau Roman,Lemnului
105909,Vedea,Alimentara
105909,Vedea,Alimentara
105909,Vedea,Alimentara
163253,Danesti,Alimentara
163253,Danesti,Alimentara
163253,Danesti,Alimentara
179640,Vulcana-Pandele,Textila
32187,Rosiori,Mobila
32187,Rosiori,Mobila
32187,Rosiori,Mobila
32187,Rosiori,Mobila
97722,Lungani,Alimentara
32195,Gepiu,Alimentara
56773,Catina,Mobila
56773,Catina,Mobila
32201,Toboliu,Lemnului
179659,Negrilesti,Lemnului
179659,Negrilesti,Lemnului
179659,Negrilesti,Lemnului
155083,Beciu,Lemnului
40394,Oras Rupea,Alimentara
171469,Milcoiu,Alimentara
105936,Vidra,ConstructiiMasini
105936,Vidra,ConstructiiMasini
105936,Vidra,ConstructiiMasini
15830,Corbi,Alimentara
155092,Beuca,Alimentara
89561,Oras Geoagiu,Mobila
146904,Baia,Lemnului
146904,Baia,Lemnului
179677,Camin,Alimentara
24034,Parava,Alimentara
179686,Dumitrita,Lemnului
64997,Varghis,Alimentara
81380,Polovragi,Lemnului
130534,Municipiul Ploiesti,ConstructiiMasini
155109,Dracea,Alimentara
122347,Doljesti,Textila
138734,Santau,Lemnului
155118,Fantanele,Alimentara
155118,Fantanele,Alimentara
155118,Fantanele,Alimentara
155118,Fantanele,Alimentara
155118,Fantanele,Alimentara
155118,Fantanele,Alimentara
155118,Fantanele,Alimentara
179695,Simisna,Alimentara
97777,Madarjac,Mobila
146931,Oras Milisauti,Alimentara
65011,Zagon,Lemnului
179702,Traian,Alimentara
179702,Traian,Alimentara
179702,Traian,Alimentara
179702,Traian,Alimentara
179702,Traian,Alimentara
105972,Vanatorii Mici,Alimentara
155127,Frasinet,ConstructiiMasini
155127,Frasinet,ConstructiiMasini
40438,Municipiul Sacele,Textila
130552,Barcanesti,Alimentara
130552,Barcanesti,Alimentara
179711,Vladeni,Mobila
179711,Vladeni,Mobila
179711,Vladeni,Mobila
179711,Vladeni,Mobila
163324,Deleni,Alimentara
163324,Deleni,Alimentara
163324,Deleni,Alimentara
155136,Purani,Alimentara
81415,Prigoria,Alimentara
179720,Poiana Ilvei,Lemnului
155145,Saelele,Alimentara
56844,Ceanu Mare,Mobila
138770,Sacaseni,Alimentara
155154,Uda-Clocociov,Alimentara
40465,Oras Victoria,ChimicaFarmaceutica
171539,Muereasca,Alimentara
97811,Mircesti,Lemnului
65048,Zabala,Lemnului
24089,Parincea,Alimentara
179739,Malu,Alimentara
122392,Dragomiresti,Lemnului
122392,Dragomiresti,Lemnului
122392,Dragomiresti,Lemnului
15901,Cosesti,Lemnului
73246,Mischii,Lemnului
179748,Cosoba,Alimentara
48682,Podgoria,Textila
40492,Oras Zarnesti,Lemnului
179757,Herasti,Alimentara
146995,Balcauti,Lemnului
163379,Delesti,Lemnului
179766,Isvoarele,Alimentara
130614,Berceni,ChimicaFarmaceutica
130614,Berceni,ChimicaFarmaceutica
138805,Sauca,Alimentara
179775,Sabareni,Lemnului
179784,Boranesti,Alimentara
65099,Valea Mare,Alimentara
65099,Valea Mare,Alimentara
65099,Valea Mare,Alimentara
65099,Valea Mare,Alimentara
40526,Apata,Alimentara
65105,Mereni,Alimentara
65105,Mereni,Alimentara
65105,Mereni,Alimentara
97875,Mironeasa,Alimentara
179793,Buesti,Alimentara
89687,Gurasada,Mobila
7767,Stremt,ChimicaFarmaceutica
81497,Rosia De Amaradia,Alimentara
65113,Arcus,Lemnului
179800,Maia,Alimentara
122463,Dulcesti,Alimentara
147036,Bilca,Lemnului
40544,Beclean,Alimentara
65121,Bixad,Alimentara
65121,Bixad,Alimentara
73317,Marsani,Alimentara
48744,Oras Pogoanele,ConstructiiMasini
179819,Ograda,Alimentara
155243,Municipiul Timisoara,ConstructiiMasini
147054,Bogdanesti,Lemnului
147054,Bogdanesti,Lemnului
147054,Bogdanesti,Lemnului
171628,Nicolae Balcescu,Alimentara
171628,Nicolae Balcescu,Alimentara
171628,Nicolae Balcescu,Alimentara
171628,Nicolae Balcescu,Alimentara
15983,Cotmeana,Alimentara
65139,Micfalau,Alimentara
73335,Motatei,Alimentara
179828,Rosiori,Alimentara
179828,Rosiori,Alimentara
179828,Rosiori,Alimentara
179828,Rosiori,Alimentara
130678,Blejoi,Lemnului
138869,Socond,Alimentara
24187,Pancesti,Alimentara
24187,Pancesti,Alimentara
65147,Dalnic,Alimentara
97919,Miroslava,ConstructiiMasini
179837,Coas,Lemnului
155261,Dumbravita,Mobila
155261,Dumbravita,Mobila
155261,Dumbravita,Mobila
7810,Sibot,Alimentara
65154,Estelnic,Textila
147072,Boroaia,Lemnului
48771,Posta Calnau,Alimentara
179846,Coltau,Alimentara
32394,Municipiul Bistrita,ConstructiiMasini
179855,Gardani,Alimentara
114319,Municipiul Targu Mures,Energetica
130712,Brazi,ConstructiiMasini
73371,Murgasi,Alimentara
179864,Oncesti,Lemnului
179864,Oncesti,Lemnului
155289,Ghiroda,ConstructiiMasini
56988,Chinteni,Mobila
163486,Dragomiresti,Alimentara
163486,Dragomiresti,Alimentara
163486,Dragomiresti,Alimentara
40606,Bod,Alimentara
179873,Agris,Lemnului
179882,Ciumesti,Lemnului
81576,Runcu,Textila
81576,Runcu,Textila
81576,Runcu,Textila
138921,Supur,Energetica
155314,Giroc,Textila
179891,Raciu,Lemnului
179891,Raciu,Lemnului
114355,Cristesti,Alimentara
114355,Cristesti,Alimentara
114355,Cristesti,Alimentara
122551,Farcasa,Lemnului
122551,Farcasa,Lemnului
7865,Sona,ChimicaFarmaceutica
40633,Bran,Lemnului
147134,Bosanci,Textila
179908,Pietrari,Alimentara
179908,Pietrari,Alimentara
89801,Harau,Lemnului
48842,Puiesti,Alimentara
48842,Puiesti,Alimentara
179917,Rau Alb,Alimentara
114382,Sancraiu De Mures,ChimicaFarmaceutica
24276,Pargaresti,Lemnului
179926,Rascaeti,Alimentara
155350,Municipiul Lugoj,Textila
147161,Botosana,Alimentara
179935,Persinari,Alimentara
130785,Bucov,Alimentara
32483,Oras Beclean,Metalurgica
179944,Runcu Salvei,Alimentara
40688,Budila,Mobila
114417,Sangeorgiu De Mures,ConstructiiMasini
179953,Ciceu- Mihaiesti,Lemnului
122613,Faurei,Alimentara
73460,Negoi,Alimentara
179962,Galbinasi,Alimentara
179962,Galbinasi,Alimentara
81656,Samarinesti,Alimentara
57083,Chiuiesti,Alimentara
40704,Bunesti,Alimentara
40704,Bunesti,Alimentara
40704,Bunesti,Alimentara
89856,Ilia,Lemnului
179971,Colelia,Energetica
98051,Miroslovesti,Alimentara
139009,Tarna Mare,Alimentara
16132,Cuca,Alimentara
16132,Cuca,Alimentara
147205,Breaza,Lemnului
147205,Breaza,Lemnului
147205,Breaza,Lemnului
7945,Spring,Alimentara
155403,Oras Buzias,Metalurgica
179980,Marculesti,Lemnului
24338,Parjol,Lemnului
114453,Santana De Mures,Alimentara
48922,Racoviteni,Alimentara
171806,Olanu,Alimentara
179999,Moldoveni,Alimentara
179999,Moldoveni,Alimentara
73503,Orodel,Alimentara
130847,Paulesti,Textila
130847,Paulesti,Textila
130847,Paulesti,Textila
32544,Oras Nasaud,Textila
163618,Dranceni,Alimentara
180000,Platonesti,Metalurgica
147241,Brodina,Lemnului
139054,Terebesti,Alimentara
122668,Gheraesti,Mobila
180019,Sarateni,Alimentara
180019,Sarateni,Alimentara
65342,Municipiul Targoviste,Metalurgica
180028,Porumbesti,Alimentara
40768,Cata,Alimentara
98113,Mogosesti,Alimentara
155458,Oras Deta,Metalurgica
180037,Boghis,Alimentara
48968,Ramnicelu,Lemnului
48968,Ramnicelu,Lemnului
57163,Ciucea,Lemnului
180046,Gura Ialomitei,Lemnului
130892,Targsoru Vechi,Lemnului
8014,Sugag,Lemnului
106318,Municipiul Baia Mare,Mobila
122702,Girov,Alimentara
114514,Municipiul Sighisoara,Alimentara
180055,Crivat,Alimentara
32599,Oras Sangeorz-Bai,Lemnului
81754,Sacelu,Alimentara
73567,Ostroveni,Alimentara
139107,Tiream,Energetica
180064,Barbulesti,Alimentara
65379,Aninoasa,Alimentara
65379,Aninoasa,Alimentara
65379,Aninoasa,Alimentara
89954,Lapugiu De Jos,Lemnului
163681,Duda-Epureni,Textila
155494,Oras Jimbolia,ConstructiiMasini
171879,Orlesti,Alimentara
24427,Plopana,Lemnului
40820,Cincu,Lemnului
32633,Bistrita Bargaului,Lemnului
98168,Mogosesti-Siret,Alimentara
180091,Racsa,Alimentara
106363,Grosi,Textila
49019,Robeasca,Alimentara
73594,Perisor,Alimentara
65413,Doicesti,ChimicaFarmaceutica
139143,Tarsolt,Alimentara
57225,Ciurila,ChimicaFarmaceutica
155528,Oras Sannicolau Mare,ConstructiiMasini
130954,Oras Azuga,Lemnului
32660,Branistea,Alimentara
32660,Branistea,Alimentara
32660,Branistea,Alimentara
32660,Branistea,Alimentara
163734,Dumesti,Alimentara
163734,Dumesti,Alimentara
49046,Rusetu,Alimentara
65431,Razvad,Lemnului
155546,Balint,Alimentara
40857,Comana,Lemnului
40857,Comana,Lemnului
40857,Comana,Lemnului
81816,Saulesti,Alimentara
171931,Otesani,Lemnului
98202,Mosna,Alimentara
98202,Mosna,Alimentara
73629,Pielesti,Textila
147358,Oras Brosteni,Lemnului
16285,Davidesti,Alimentara
8096,Oras Teius,Lemnului
139170,Turt,Mobila
130981,Oras Baicoi,Alimentara
106407,Recea,Alimentara
106407,Recea,Alimentara
106407,Recea,Alimentara
114603,Albesti,Textila
114603,Albesti,Textila
114603,Albesti,Textila
114603,Albesti,Textila
114603,Albesti,Textila
98220,Motca,Lemnului
49073,Sageata,Alimentara
32704,Budacu De Jos,Alimentara
73665,Piscu Vechi,Alimentara
40900,Cristian,ConstructiiMasini
40900,Cristian,ConstructiiMasini
81861,Scoarta,Lemnului
65477,Sotanga,Alimentara
155591,Banloc,Alimentara
16329,Dambovicioara,Lemnului
24524,Podu Turcului,Alimentara
139214,Turulung,Alimentara
122828,Garcina,ConstructiiMasini
163789,Epureni,Alimentara
98257,Movileni,Alimentara
98257,Movileni,Alimentara
98257,Movileni,Alimentara
90066,Lelese,Alimentara
171995,Pausesti,Lemnului
106461,Oras Tautii-Magheraus,ConstructiiMasini
65501,Ulmi,Lemnului
65501,Ulmi,Lemnului
8158,Unirea,Alimentara
8158,Unirea,Alimentara
8158,Unirea,Alimentara
8158,Unirea,Alimentara
40928,Dumbravita,Alimentara
40928,Dumbravita,Alimentara
40928,Dumbravita,Alimentara
57314,Catcau,Alimentara
73709,Plenita,Alimentara
16365,Darmanesti,ConstructiiMasini
16365,Darmanesti,ConstructiiMasini
16365,Darmanesti,ConstructiiMasini
139250,Urziceni,Lemnului
122864,Grinties,Lemnului
163832,Falciu,ChimicaFarmaceutica
40955,Feldioara,CalculatoareElectronica
131069,Oras Boldesti-Scaeni,Alimentara
98300,Oteleni,Alimentara
